user.id,image,emotion
302,Claudia_Pechstein_0004.jpg,happiness
302,James_Cameron_0003.jpg,happiness
dwdii,Robert_Torricelli_0002.jpg,neutral
dwdii,Jennifer_Lopez_0001.jpg,happiness
dwdii,Augusto_Pinochet_0001.jpg,happiness
dwdii,Jerry_Seinfeld_0001.jpg,neutral
dwdii,Stellan_Skarsgard_0001.jpg,happiness
302,David_Caruso_0002.jpg,neutral
dwdii,Kenneth_Bowersox_0002.jpg,happiness
dwdii,Tatiana_Shchegoleva_0001.jpg,neutral
dwdii,Nestor_Kirchner_0013.jpg,happiness
dwdii,Micah_Knorr_0001.jpg,neutral
dwdii,Paul_Li_Calsi_0001.jpg,happiness
302,Bill_Maher_0001.jpg,happiness
jhamski,HrithikRoshan_150.jpg,happiness
302,Alec_Baldwin_0004.jpg,neutral
dwdii,Junichiro_Koizumi_0010.jpg,neutral
302,Fredric_Seaman_0001.jpg,happiness
302,Gray_Davis_0026.jpg,happiness
302,David_Beckham_0025.jpg,happiness
JN721,Lili_Marinho_0001.jpg,happiness
dwdii,Jennifer_Capriati_0002.jpg,anger
dwdii,Steve_Kerr_0001.jpg,happiness
JN721,Laura_Bush_0004.jpg,happiness
dwdii,Mariah_Carey_0004.jpg,happiness
302,Gerhard_Schroeder_0090.jpg,neutral
302,Jacques_Chirac_0016.jpg,neutral
302,Eddie_Lucio_0001.jpg,surprise
302,Brendan_Stai_0001.jpg,happiness
JN721,Larry_Coker_0003.jpg,neutral
dwdii,John_Mayer_0002.jpg,happiness
302,Asmaa_Assad_0001.jpg,neutral
dwdii,Spencer_Abraham_0012.jpg,neutral
dwdii,Serena_Williams_0045.jpg,happiness
302,Jamie_Cooke_0001.jpg,neutral
JN721,Leslie_Caldwell_0003.jpg,neutral
302,Dick_Cheney_0010.jpg,happiness
302,George_Robertson_0014.jpg,anger
dwdii,Timothy_McVeigh_0001.jpg,neutral
dwdii,John_Kerry_0008.jpg,neutral
jhamski,Dileep_34.jpg,neutral
dwdii,Olivier_Rochus_0001.jpg,neutral
JN721,Lenny_Wilkens_0002.jpg,surprise
JN721,Kim_Hong-up_0001.jpg,sadness
JN721,Kim_Ryong-sung_0003.jpg,happiness
dwdii,Mick_Jagger_0002.jpg,neutral
302,Fidel_Castro_0006.jpg,neutral
dwdii,Todd_Wike_0001.jpg,neutral
302,Hugh_Jessiman_0001.jpg,happiness
dwdii,Mariana_Pollack_0001.jpg,happiness
jhamski,FaridaJalal_7.jpg,happiness
JN721,Li_Zhaoxing_0006.jpg,happiness
dwdii,Michael_Phelps_0004.jpg,happiness
dwdii,Lleyton_Hewitt_0013.jpg,fear
dwdii,Petria_Thomas_0002.jpg,happiness
dwdii,John_Jones_0001.jpg,happiness
dwdii,Wang_Yingfan_0002.jpg,happiness
jhamski,Avinash_15.jpg,sadness
302,Ariel_Sharon_0054.jpg,neutral
302,Dan_Bylsma_0001.jpg,neutral
302,George_Tenet_0002.jpg,surprise
302,Dan_Guerrero_0001.jpg,neutral
302,Erin_Runnion_0003.jpg,neutral
dwdii,Maria_Callas_0001.jpg,happiness
302,Chris_Cooper_0002.jpg,neutral
dwdii,Ronald_Reagan_0003.jpg,happiness
dwdii,Tim_Robbins_0004.jpg,happiness
dwdii,Ricardo_Sanchez_0003.jpg,neutral
302,Antonio_Palocci_0004.jpg,neutral
302,Gordon_Brown_0009.jpg,neutral
dwdii,Olivier_Boulay_0001.jpg,happiness
JN721,Lindsay_Davenport_0019.jpg,anger
302,George_W_Bush_0435.jpg,neutral
dwdii,Prince_Willem-Alexander_0003.jpg,neutral
dwdii,Richard_Myers_0015.jpg,neutral
302,Ismael_Miranda_0001.jpg,happiness
dwdii,Sandra_Bullock_0004.jpg,happiness
302,Dave_Odom_0001.jpg,surprise
dwdii,Jon_Voight_0003.jpg,neutral
302,George_W_Bush_0144.jpg,happiness
dwdii,Yoelbi_Quesada_0001.jpg,neutral
dwdii,Tony_Blair_0136.jpg,neutral
jhamski,FaridaJalal_8.jpg,happiness
302,Alex_Penelas_0001.jpg,neutral
dwdii,Megawati_Sukarnoputri_0028.jpg,happiness
dwdii,John_Negroponte_0010.jpg,neutral
302,George_Foreman_0002.jpg,neutral
jhamski,Dwarakish_43.jpg,disgust
dwdii,Philippe_Noiret_0001.jpg,happiness
dwdii,Vitali_Klitschko_0003.jpg,neutral
302,James_Blake_0012.jpg,surprise
302,Chris_Claiborne_0001.jpg,happiness
302,Ann_Veneman_0009.jpg,neutral
302,Arnaud_Lagardere_0001.jpg,sadness
dwdii,Sandra_Ceccarelli_0001.jpg,happiness
dwdii,Queen_Latifah_0004.jpg,happiness
302,Brian_Cook_0001.jpg,happiness
dwdii,Marcos_Milinkovic_0001.jpg,happiness
dwdii,Jennifer_Capriati_0011.jpg,anger
dwdii,Rodrigo_de_la_Cerna_0001.jpg,happiness
dwdii,Magdalena_Maleeva_0001.jpg,sadness
dwdii,Masum_Turker_0002.jpg,neutral
dwdii,Patty_Schnyder_0002.jpg,neutral
302,Alvaro_Uribe_0022.jpg,happiness
dwdii,Tom_Kelly_0001.jpg,neutral
dwdii,Paula_Zahn_0001.jpg,happiness
dwdii,Steve_Spurrier_0001.jpg,neutral
dwdii,Tim_Chapman_0001.jpg,neutral
dwdii,Riek_Blanjaar_0001.jpg,sadness
JN721,Lela_Rochon_0001.jpg,happiness
302,Bob_Dole_0003.jpg,neutral
dwdii,Serena_Williams_0014.jpg,happiness
dwdii,Jeb_Bush_0005.jpg,happiness
302,Chuck_Finley_0001.jpg,neutral
dwdii,Padraig_Harrington_0001.jpg,happiness
302,Colin_Powell_0141.jpg,neutral
302,Horace_Donovan_Reid_0001.jpg,happiness
302,Cristina_Fernandez_0001.jpg,happiness
dwdii,Marina_Hands_0001.jpg,happiness
dwdii,Tony_Blair_0027.jpg,happiness
dwdii,Soenarno_0001.jpg,neutral
dwdii,Sean_OKeefe_0002.jpg,neutral
dwdii,Jenny_Romero_0001.jpg,neutral
dwdii,Silvio_Berlusconi_0029.jpg,neutral
dwdii,Michelle_Bachelet_0001.jpg,neutral
dwdii,Ralf_Schumacher_0006.jpg,neutral
dwdii,Trent_Lott_0011.jpg,happiness
302,Geno_Auriemma_0001.jpg,anger
dwdii,John_Negroponte_0012.jpg,neutral
302,Al_Cardenas_0001.jpg,neutral
302,Bonnie_Hunt_0001.jpg,happiness
302,Dunn_Lampton_0001.jpg,neutral
dwdii,Naji_Sabri_0008.jpg,happiness
302,Greg_Hennigar_0001.jpg,neutral
dwdii,John_Howard_0009.jpg,neutral
302,Dick_Cheney_0014.jpg,happiness
dwdii,Nadia_Petrova_0003.jpg,anger
dwdii,Penelope_Ann_Miller_0001.jpg,neutral
302,Bob_Goldman_0001.jpg,happiness
dwdii,Jean-Patrick_Nazon_0001.jpg,neutral
302,Damarius_Bilbo_0001.jpg,neutral
302,Franz_Fischler_0004.jpg,neutral
dwdii,Jean-Claude_Braquet_0002.jpg,neutral
302,Charles_Taylor_0006.jpg,neutral
302,Bijan_Darvish_0001.jpg,neutral
dwdii,Sheila_Copps_0002.jpg,happiness
dwdii,Jim_Haslett_0001.jpg,neutral
302,Antonio_Banderas_0003.jpg,neutral
dwdii,Marc_Leger_0001.jpg,neutral
302,James_Morris_0001.jpg,neutral
dwdii,Jennifer_Renee_Short_0001.jpg,happiness
dwdii,Ray_Romano_0008.jpg,happiness
302,George_W_Bush_0194.jpg,neutral
302,Eric_Rosser_0002.jpg,neutral
dwdii,Paddy_Long_0001.jpg,neutral
dwdii,Mahathir_Mohamad_0013.jpg,neutral
302,Costas_Simitis_0003.jpg,neutral
dwdii,Jelena_Dokic_0006.jpg,surprise
dwdii,Tony_Blair_0012.jpg,neutral
dwdii,Tomas_Malik_0001.jpg,happiness
dwdii,Sean_Penn_0002.jpg,neutral
dwdii,Jiang_Zemin_0020.jpg,happiness
JN721,Kim_Clijsters_0012.jpg,disgust
dwdii,Pamela_Anderson_0003.jpg,neutral
dwdii,Jim_Furyk_0003.jpg,happiness
302,Franko_Simatovic_0001.jpg,neutral
302,Jacques_Chirac_0006.jpg,neutral
302,George_W_Bush_0290.jpg,neutral
dwdii,Paul_William_Hurley_0001.jpg,neutral
302,Colin_Jackson_0001.jpg,happiness
302,Daniela_Hantuchova_0001.jpg,sadness
dwdii,Michael_Haneke_0001.jpg,neutral
302,David_Beckham_0024.jpg,neutral
dwdii,Lleyton_Hewitt_0006.jpg,surprise
302,Edie_Falco_0002.jpg,happiness
dwdii,Yang_Hee_Kim_0001.jpg,neutral
dwdii,Tom_Daschle_0006.jpg,neutral
JN721,Larry_Ellison_0003.jpg,neutral
302,Eduard_Shevardnadze_0001.jpg,neutral
dwdii,Vicente_Fox_0017.jpg,happiness
302,Ariel_Sharon_0026.jpg,neutral
dwdii,Winona_Ryder_0013.jpg,happiness
jhamski,HrithikRoshan_100.jpg,neutral
dwdii,Miguel_Aldana_Ibarra_0001.jpg,happiness
dwdii,Steve_Lavin_0001.jpg,happiness
302,Hunter_Bates_0001.jpg,neutral
302,Alexis_Bledel_0001.jpg,happiness
jhamski,Dileep_73.jpg,neutral
jhamski,Jayamadhuri_190.jpg,happiness
302,Crispin_Glover_0001.jpg,happiness
dwdii,Nestor_Kirchner_0031.jpg,happiness
302,Bill_Kong_0001.jpg,happiness
302,David_Trimble_0003.jpg,neutral
302,Amanda_Coetzer_0001.jpg,sadness
302,George_W_Bush_0045.jpg,happiness
dwdii,Vicki_Zhao_Wei_0001.jpg,happiness
dwdii,Marsha_Thomason_0001.jpg,happiness
302,David_Glenn_0001.jpg,happiness
302,Chung_Mong-joon_0002.jpg,happiness
dwdii,Ludivine_Sagnier_0003.jpg,happiness
302,Colin_Powell_0198.jpg,neutral
dwdii,Bulent_Ecevit_0004.jpg,neutral
dwdii,Marina_Anissina_0002.jpg,happiness
dwdii,Robert_De_Niro_0005.jpg,neutral
302,Cruz_Bustamante_0003.jpg,happiness
302,Cesar_Gaviria_0006.jpg,happiness
dwdii,Jennifer_Aniston_0002.jpg,happiness
dwdii,Monica_Lewinsky_0003.jpg,happiness
dwdii,Mike_Webster_0001.jpg,neutral
dwdii,Yasser_Arafat_0001.jpg,happiness
dwdii,Juan_Pablo_Montoya_0002.jpg,happiness
302,Hamid_Efendi_0001.jpg,neutral
dwdii,Paul_Shanley_0003.jpg,neutral
302,Idi_Amin_0001.jpg,neutral
dwdii,Stacey_Yamaguchi_0001.jpg,neutral
jhamski,Dileep_99.jpg,neutral
dwdii,Marie_Haghal_0001.jpg,neutral
302,Emily_Mortimer_0001.jpg,happiness
302,Elizabeth_Hurley_0004.jpg,happiness
dwdii,Spike_Helmick_0001.jpg,happiness
jhamski,Dwarakish_21.jpg,disgust
dwdii,Pat_Summerall_0001.jpg,happiness
dwdii,Roy_Moore_0004.jpg,neutral
dwdii,Sean_Astin_0003.jpg,happiness
dwdii,Marcos_Daniel_Jimenez_0001.jpg,neutral
dwdii,Jeanette_Gray_0001.jpg,happiness
302,Dennis_Powell_0001.jpg,neutral
dwdii,Kelly_Leigh_0001.jpg,happiness
302,George_W_Bush_0383.jpg,neutral
dwdii,Vincent_Brooks_0002.jpg,neutral
dwdii,Pete_Sampras_0005.jpg,neutral
302,Bridgette_Wilson-Sampras_0001.jpg,happiness
302,Brett_Hawke_0001.jpg,happiness
jhamski,Avinash_30.jpg,sadness
302,Colin_Powell_0122.jpg,neutral
JN721,Laura_Bush_0037.jpg,surprise
dwdii,Kellie_Greene_0001.jpg,neutral
dwdii,John_Howard_0019.jpg,neutral
JN721,Leland_Chapman_0002.jpg,neutral
dwdii,Jennifer_Capriati_0003.jpg,anger
JN721,Leonardo_Del_Vecchio_0001.jpg,neutral
dwdii,Paul_Kelleher_0001.jpg,neutral
dwdii,Tim_Lopes_0001.jpg,neutral
dwdii,Jennifer_Garner_0008.jpg,happiness
dwdii,Kathleen_Kennedy_Townsend_0002.jpg,happiness
302,Camilla_Parker_Bowles_0002.jpg,happiness
302,Abel_Pacheco_0002.jpg,neutral
dwdii,Jerry_Springer_0004.jpg,neutral
302,Bill_Cartwright_0001.jpg,neutral
dwdii,John_Negroponte_0024.jpg,neutral
dwdii,Victoria_Clarke_0003.jpg,neutral
302,Barry_Zito_0002.jpg,neutral
302,George_W_Bush_0343.jpg,surprise
dwdii,Bill_King_0001.jpg,neutral
dwdii,Tia_Mowry_0001.jpg,happiness
dwdii,Johnny_Tapia_0001.jpg,happiness
dwdii,Rani_Mukherjee_0001.jpg,neutral
dwdii,Joe_Lieberman_0011.jpg,neutral
302,Alfonso_Cuaron_0001.jpg,neutral
302,George_W_Bush_0171.jpg,neutral
302,Chris_Bell_0001.jpg,neutral
dwdii,Lynne_Cheney_0003.jpg,surprise
302,Claire_Leger_0002.jpg,neutral
dwdii,Tony_Bennett_0002.jpg,happiness
dwdii,Judy_Genshaft_0001.jpg,neutral
302,Emma_Nicholson_0001.jpg,neutral
dwdii,Jay_Leno_0002.jpg,neutral
302,Alek_Wek_0001.jpg,happiness
dwdii,Zorica_Radovic_0001.jpg,neutral
302,George_Lopez_0005.jpg,happiness
jhamski,Dileep_4.jpg,neutral
302,Gerhard_Schroeder_0037.jpg,sadness
dwdii,Martin_Short_0001.jpg,happiness
302,Bill_Simon_0008.jpg,neutral
dwdii,Kathleen_Kennedy_Townsend_0003.jpg,happiness
dwdii,Michael_Schumacher_0002.jpg,neutral
302,Angela_Bassett_0005.jpg,happiness
JN721,Kim_Su_Nam_0001.jpg,neutral
302,James_Hallock_0001.jpg,neutral
302,Francisco_Urenda_0001.jpg,happiness
dwdii,Walt_Harris_0001.jpg,neutral
302,Eloy_Gutierrez_0001.jpg,neutral
dwdii,Queen_Elizabeth_II_0005.jpg,happiness
302,Bill_Hughes_0001.jpg,happiness
dwdii,Mike_Holmgren_0002.jpg,happiness
dwdii,Nicholas_Byron_0002.jpg,neutral
302,Ariel_Sharon_0047.jpg,neutral
dwdii,Nestor_Kirchner_0009.jpg,happiness
302,Alvaro_Uribe_0015.jpg,neutral
dwdii,Michael_Chang_0004.jpg,happiness
dwdii,Rachel_Griffiths_0001.jpg,happiness
dwdii,Magdalena_Maleeva_0003.jpg,happiness
302,Alexis_Dennisoff_0001.jpg,happiness
dwdii,Trent_Lott_0002.jpg,neutral
dwdii,Robert_Nardelli_0001.jpg,happiness
302,Fabian_Vargas_0001.jpg,surprise
dwdii,Sourav_Ganguly_0004.jpg,happiness
302,Halle_Berry_0009.jpg,happiness
302,Guillermo_Coria_0030.jpg,sadness
dwdii,Steve_Waugh_0002.jpg,neutral
dwdii,John_Fox_0001.jpg,surprise
302,Aaron_Peirsol_0004.jpg,neutral
dwdii,Jean_Charest_0010.jpg,happiness
302,Eli_Stutsman_0001.jpg,neutral
302,Emily_Mason_0001.jpg,happiness
dwdii,Wayne_Ferreira_0004.jpg,surprise
302,Gerhard_Schroeder_0104.jpg,happiness
302,Andrew_Bunner_0001.jpg,neutral
dwdii,Mohammed_Ashraf_Hafiz_0001.jpg,neutral
302,Colin_Powell_0154.jpg,neutral
jhamski,Jayamadhuri_136.jpg,disgust
jhamski,KatrinaKaif_94.jpg,happiness
dwdii,Nan_Wang_0003.jpg,sadness
302,George_W_Bush_0406.jpg,surprise
302,George_W_Bush_0498.jpg,neutral
JN721,Laura_Bush_0011.jpg,happiness
dwdii,John_Negroponte_0028.jpg,neutral
JN721,Lance_Armstrong_0004.jpg,happiness
302,George_Karl_0001.jpg,neutral
dwdii,Jayson_Williams_0001.jpg,neutral
dwdii,Valdas_Adamkus_0001.jpg,neutral
302,Jan_Ullrich_0001.jpg,neutral
302,Emile_Lahoud_0001.jpg,neutral
dwdii,Mahmoud_Abbas_0017.jpg,neutral
dwdii,John_Travolta_0002.jpg,happiness
dwdii,Nestor_Kirchner_0021.jpg,happiness
dwdii,William_Martin_0001.jpg,neutral
jhamski,Dwarakish_165.jpg,disgust
dwdii,Scott_Wallach_0001.jpg,neutral
302,Anna_Kournikova_0010.jpg,neutral
302,Adisai_Bodharamik_0001.jpg,neutral
dwdii,Jennifer_Capriati_0036.jpg,anger
JN721,Kofi_Annan_0017.jpg,neutral
dwdii,Steve_Phillips_0001.jpg,neutral
dwdii,Wen_Jiabao_0007.jpg,happiness
302,Doug_Moe_0001.jpg,happiness
dwdii,Ridley_Scott_0001.jpg,happiness
dwdii,Serena_Williams_0032.jpg,happiness
JN721,Lenny_Wilkens_0003.jpg,neutral
302,Ernie_Els_0001.jpg,neutral
302,Brad_Garrett_0003.jpg,neutral
dwdii,Lleyton_Hewitt_0034.jpg,neutral
dwdii,Jennifer_Lopez_0013.jpg,happiness
302,Asa_Hutchinson_0001.jpg,neutral
302,Alimzhan_Tokhtakhounov_0002.jpg,neutral
302,Ibrahim_Rugova_0001.jpg,neutral
302,Al_Sharpton_0004.jpg,neutral
dwdii,Joan_Laporta_0001.jpg,neutral
302,Carrie-Anne_Moss_0002.jpg,neutral
dwdii,Steve_Lavin_0004.jpg,neutral
302,Elizabeth_Hill_0001.jpg,neutral
JN721,Kim_Jong-Il_0003.jpg,neutral
302,Billy_Bob_Thornton_0001.jpg,happiness
302,David_Stern_0002.jpg,neutral
302,Gerhard_Schroeder_0084.jpg,neutral
302,Cate_Blanchett_0001.jpg,happiness
302,George_W_Bush_0053.jpg,neutral
JN721,Laura_Bush_0035.jpg,happiness
302,Donald_Rumsfeld_0106.jpg,happiness
302,George_W_Bush_0245.jpg,neutral
dwdii,Kenneth_Reichert_0001.jpg,neutral
dwdii,Ralph_Lauren_0001.jpg,happiness
dwdii,Jennifer_Aniston_0001.jpg,fear
302,Hugo_Chavez_0021.jpg,neutral
dwdii,Scott_Hubbard_0001.jpg,neutral
302,Eduardo_Duhalde_0003.jpg,happiness
302,Byron_Scott_0001.jpg,neutral
dwdii,Keira_Knightley_0002.jpg,happiness
302,Abdullah_0003.jpg,neutral
302,Barbra_Streisand_0003.jpg,neutral
302,George_W_Bush_0261.jpg,neutral
302,Bob_Stoops_0006.jpg,neutral
302,Brett_Boone_0001.jpg,neutral
302,Bill_Gates_0012.jpg,neutral
302,Adrien_Brody_0005.jpg,neutral
dwdii,Michael_Ballack_0001.jpg,neutral
dwdii,Justin_Marshall_0001.jpg,neutral
dwdii,Marcella_Anderson_0001.jpg,sadness
302,George_W_Bush_0131.jpg,surprise
dwdii,Scott_Dickson_0001.jpg,neutral
dwdii,Justine_Pasek_0004.jpg,happiness
dwdii,Kifah_Ajouri_0002.jpg,neutral
302,Hugo_Chavez_0001.jpg,neutral
dwdii,Vladimir_Putin_0001.jpg,happiness
302,Carlos_Menem_0002.jpg,happiness
jhamski,KatrinaKaif_49.jpg,happiness
dwdii,John_Kerry_0007.jpg,neutral
302,Doug_Collins_0001.jpg,neutral
302,George_W_Bush_0495.jpg,happiness
JN721,Liam_Neeson_0002.jpg,happiness
dwdii,Richard_Regenhard_0001.jpg,happiness
dwdii,Jimmy_Carter_0009.jpg,neutral
dwdii,Tony_Blair_0035.jpg,happiness
302,Jack_Straw_0010.jpg,neutral
dwdii,Saddam_Hussein_0023.jpg,happiness
302,Harry_Belafonte_0002.jpg,happiness
302,Ali_Naimi_0005.jpg,neutral
dwdii,Jim_Beattie_0001.jpg,neutral
dwdii,Yoko_Ono_0005.jpg,happiness
302,Colin_Powell_0199.jpg,neutral
302,Gerhard_Schroeder_0064.jpg,anger
302,Bill_McBride_0001.jpg,happiness
dwdii,Ratna_Sari_Dewi_Sukarno_0001.jpg,happiness
302,Abba_Eban_0001.jpg,happiness
dwdii,Natalia_Motuziuk_0001.jpg,sadness
302,Bill_Clinton_0007.jpg,happiness
302,Arnold_Schwarzenegger_0042.jpg,happiness
302,Bernard_Giraudeau_0001.jpg,happiness
dwdii,Tony_Blair_0044.jpg,happiness
302,Fred_Swan_0001.jpg,happiness
302,Donald_Rumsfeld_0051.jpg,neutral
302,Craig_Fitzgibbon_0001.jpg,happiness
dwdii,Vince_Vaughan_0001.jpg,happiness
302,Fred_Thompson_0002.jpg,neutral
dwdii,Katja_Riemann_0001.jpg,happiness
302,Charlie_Deane_0001.jpg,neutral
302,George_W_Bush_0087.jpg,neutral
302,Goldie_Hawn_0007.jpg,happiness
302,Dan_Morales_0003.jpg,neutral
302,Colin_Powell_0125.jpg,happiness
302,Gil_Cates_0001.jpg,happiness
dwdii,Yashwant_Sinha_0004.jpg,happiness
302,George_W_Bush_0375.jpg,neutral
302,Alicia_Molik_0001.jpg,neutral
dwdii,Madonna_0001.jpg,happiness
302,Arlen_Specter_0002.jpg,neutral
dwdii,Phan_Van_Khai_0003.jpg,neutral
302,Erin_Hershey_Presley_0001.jpg,happiness
dwdii,Sachiko_Yamada_0001.jpg,happiness
302,Brittany_Snow_0001.jpg,happiness
JN721,Larry_Lindsey_0002.jpg,anger
302,Angel_Lockward_0001.jpg,happiness
dwdii,Junichiro_Koizumi_0030.jpg,happiness
dwdii,Jean_Chretien_0043.jpg,neutral
jhamski,Dileep_63.jpg,neutral
dwdii,John_Gruden_0001.jpg,anger
dwdii,Jason_Sehorn_0001.jpg,happiness
dwdii,Mario_Kreutzberger_0002.jpg,neutral
dwdii,Nicole_Kidman_0017.jpg,neutral
dwdii,Megawati_Sukarnoputri_0019.jpg,happiness
dwdii,Kamal_Kharrazi_0004.jpg,neutral
302,Igor_Trunov_0001.jpg,neutral
dwdii,Jerry_Sexton_0001.jpg,happiness
302,Ben_Affleck_0003.jpg,happiness
dwdii,Kaisser_Bazan_0001.jpg,happiness
302,Ahmet_Necdet_Sezer_0001.jpg,neutral
302,Angelo_Reyes_0004.jpg,neutral
jhamski,KatrinaKaif_60.jpg,disgust
dwdii,Jennifer_Lopez_0015.jpg,happiness
dwdii,Yevgeny_Kafelnikov_0003.jpg,anger
302,George_W_Bush_0301.jpg,neutral
jhamski,Dileep_76.jpg,anger
dwdii,Joschka_Fischer_0006.jpg,neutral
302,Gerhard_Schroeder_0014.jpg,happiness
dwdii,Ralph_Sampson_0001.jpg,happiness
dwdii,John_Ashcroft_0038.jpg,neutral
dwdii,Khader_Rashid_Rahim_0001.jpg,neutral
302,Gus_Van_Sant_0003.jpg,happiness
302,David_Wells_0001.jpg,neutral
dwdii,Mother_Teresa_0001.jpg,neutral
302,Bill_Frist_0001.jpg,neutral
302,Ghassan_Elashi_0001.jpg,neutral
302,George_W_Bush_0133.jpg,neutral
dwdii,Warren_Buffett_0001.jpg,happiness
302,Hanan_Ashrawi_0001.jpg,neutral
302,Ivana_Trump_0001.jpg,happiness
dwdii,Pete_Sampras_0015.jpg,neutral
dwdii,Jorge_Castaneda_0002.jpg,neutral
dwdii,John_Stockton_0004.jpg,neutral
dwdii,Silvio_Fernandez_0002.jpg,happiness
JN721,Larry_Hagman_0001.jpg,happiness
302,Dominique_de_Villepin_0002.jpg,neutral
JN721,Lindsay_Davenport_0020.jpg,neutral
dwdii,Paradorn_Srichaphan_0007.jpg,neutral
302,Hana_Makhmalbaf_0001.jpg,happiness
302,George_W_Bush_0068.jpg,neutral
302,Carlos_Menem_0017.jpg,happiness
dwdii,Wallace_Capel_0001.jpg,neutral
302,Erwin_Abdullah_0001.jpg,happiness
302,David_Kelley_0001.jpg,surprise
dwdii,Ralph_Firman_0001.jpg,neutral
dwdii,Jean_Chretien_0033.jpg,neutral
dwdii,Jiri_Novak_0002.jpg,happiness
dwdii,Jeremy_Greenstock_0018.jpg,happiness
302,Franklin_Damann_0001.jpg,neutral
dwdii,Joseph_Kabila_0001.jpg,happiness
dwdii,Sanjay_Chawla_0001.jpg,neutral
jhamski,Avinash_17.jpg,sadness
302,Daryl_Parks_0001.jpg,neutral
dwdii,Serena_Williams_0035.jpg,neutral
jhamski,Dwarakish_15.jpg,disgust
dwdii,Nicole_Kidman_0010.jpg,happiness
302,George_W_Bush_0066.jpg,neutral
dwdii,Raul_Cubas_0001.jpg,neutral
dwdii,Mick_Jagger_0004.jpg,neutral
dwdii,Kalpana_Chawla_0005.jpg,happiness
dwdii,Paige_Fitzgerald_0001.jpg,neutral
dwdii,Tony_Blair_0010.jpg,neutral
302,Colleen_OClair_0001.jpg,neutral
302,Chris_Pronger_0001.jpg,happiness
302,Jacques_Chirac_0010.jpg,neutral
302,Camille_Lewis_0001.jpg,happiness
dwdii,Renee_Zellweger_0010.jpg,happiness
dwdii,Valentino_Rossi_0003.jpg,happiness
302,Helen_Clark_0003.jpg,happiness
dwdii,Joaquim_Rodriguez_0001.jpg,happiness
302,Amber_Frey_0001.jpg,sadness
302,Fabrice_Santoro_0001.jpg,neutral
dwdii,Tommy_Lasorda_0001.jpg,happiness
302,George_Clooney_0006.jpg,happiness
dwdii,Supachai_Panitchpakdi_0001.jpg,neutral
dwdii,Vaclav_Klaus_0001.jpg,neutral
302,Erskine_Bowles_0001.jpg,happiness
dwdii,Ronald_Kadish_0001.jpg,neutral
302,Chris_Andrews_0001.jpg,neutral
dwdii,Polona_Bas_0001.jpg,happiness
302,Asif_Hanif_0001.jpg,neutral
dwdii,Walter_Mondale_0004.jpg,happiness
302,George_W_Bush_0006.jpg,happiness
dwdii,Spencer_Abraham_0004.jpg,neutral
dwdii,Rudolph_Giuliani_0004.jpg,surprise
dwdii,Sheryl_Crow_0007.jpg,happiness
dwdii,Sandy_Wise_0001.jpg,happiness
dwdii,Renee_Zellweger_0008.jpg,happiness
dwdii,Thaksin_Shinawatra_0001.jpg,neutral
302,Anita_DeFrantz_0001.jpg,happiness
302,Angelo_Reyes_0003.jpg,neutral
dwdii,Michael_Bloomberg_0017.jpg,happiness
302,Hugo_Chavez_0002.jpg,neutral
dwdii,Sue_Grafton_0001.jpg,happiness
302,Garry_Trudeau_0001.jpg,happiness
dwdii,Melanie_Griffith_0003.jpg,neutral
302,Dominik_Garcia-Lorido_0002.jpg,happiness
dwdii,Marco_Antonio_Barrera_0005.jpg,happiness
302,Conan_OBrien_0004.jpg,neutral
dwdii,Oscar_Elias_Biscet_0002.jpg,neutral
dwdii,Oliver_Neuville_0001.jpg,neutral
302,Bill_Byrne_0001.jpg,neutral
dwdii,Ken_Macha_0002.jpg,happiness
dwdii,Slobodan_Milosevic_0002.jpg,neutral
302,George_W_Bush_0369.jpg,neutral
dwdii,Jennifer_Lopez_0011.jpg,happiness
dwdii,Mark_Philippoussis_0003.jpg,neutral
302,Jane_Walker_Wood_0001.jpg,happiness
dwdii,John_Edwards_0004.jpg,neutral
302,Al_Sharpton_0006.jpg,neutral
dwdii,Queen_Latifah_0002.jpg,happiness
dwdii,Jennifer_McCoy_0001.jpg,neutral
302,Jacques_Chirac_0038.jpg,neutral
dwdii,Nicola_Bono_0001.jpg,neutral
302,Colin_Powell_0166.jpg,neutral
302,Bertrand_Bonello_0002.jpg,happiness
302,Colin_Powell_0218.jpg,neutral
302,George_W_Bush_0120.jpg,neutral
302,Don_Matthews_0001.jpg,neutral
302,Andrew_Weissmann_0003.jpg,neutral
dwdii,Tyler_Hamilton_0001.jpg,disgust
302,Arnold_Schwarzenegger_0027.jpg,happiness
302,Denzel_Washington_0001.jpg,neutral
dwdii,Kathryn_Grayson_0001.jpg,happiness
dwdii,Tim_Henman_0014.jpg,neutral
dwdii,John_Bolton_0015.jpg,neutral
dwdii,Kareena_Kapoor_0001.jpg,happiness
dwdii,John_Ashcroft_0033.jpg,happiness
jhamski,KatrinaKaif_11.jpg,happiness
dwdii,Nancy_Demme_0001.jpg,neutral
JN721,Laura_Ziskin_0001.jpg,happiness
dwdii,John_Manley_0007.jpg,neutral
302,Andre_Agassi_0025.jpg,happiness
302,George_W_Bush_0350.jpg,neutral
dwdii,Romano_Prodi_0003.jpg,neutral
dwdii,John_Edwards_0007.jpg,sadness
302,Gloria_Macapagal_Arroyo_0002.jpg,happiness
dwdii,Martha_Burk_0003.jpg,neutral
302,Angel_Maza_0001.jpg,happiness
